"","id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"120",165978,"Comfy Large 2 Bd 2 Bath Parking Pet Friendly",294812,"Arna & Terri","City of Los Angeles","Mid-Wilshire",34.06824,-118.346,"Entire home/apt",165,30,19,"201907",0.22,3,365
"121",167057,"VIEWS! HOLLYWOOD SIGN - DOWNTOWN #2",309512,"Vincenzo","City of Los Angeles","Hollywood Hills",34.11404,-118.32423,"Private room",119,1,16,"201710",0.15,4,356
"122",171239,"Sunny Hollywood - Walk Everywhere!",816926,"Paul","City of Los Angeles","Hollywood",34.09375,-118.33632,"Private room",79,3,345,"202003",3.19,3,180
"123",172707,"Maple: Quiet Canyon Condo with 2 Garden Patios",523903,"Michelle","City of Los Angeles","Echo Park",34.08913,-118.24896,"Entire home/apt",195,5,21,"202002",0.27,4,0
"124",173568,"""Melrose"" Adorable 2 bd apt.  M1",465624,"Angie","City of Los Angeles","Fairfax",34.08434,-118.34931,"Entire home/apt",165,30,101,"201912",0.93,7,364
"125",179373,"Groovy Hidden Hollywood Hills Pad",858852,"Stephan","City of Los Angeles","Hollywood Hills",34.11119,-118.3193,"Entire home/apt",175,30,19,"201812",0.18,1,90
"126",181511,"Sunny, spacious apartment with deck",870087,"Martineke","City of Los Angeles","Elysian Valley",34.10071,-118.24998,"Entire home/apt",130,30,32,"202002",0.3,2,295
"127",182083,"Gorgeous Abbot Kinney Loft!",515469,"Kelly","City of Los Angeles","Venice",33.98981,-118.46249,"Entire home/apt",275,3,2,"201511",0.02,1,0
"128",184314,"Boho Chic Flat..Steps to Beach!",884031,"Ashley","City of Los Angeles","Venice",33.97703,-118.46318,"Entire home/apt",150,3,30,"201712",0.28,1,0
"129",185536,"Lovely Private rm in Home to FEMALE (Red Room)",890778,"Laura","City of Los Angeles","Westchester",33.96053,-118.42206,"Private room",75,30,10,"201811",0.09,2,340
"130",185557,"Private Room in Home to FEMALE, pls (Purple Room)",890778,"Laura","City of Los Angeles","Westchester",33.96047,-118.42193,"Private room",75,30,8,"201912",0.11,2,228
"131",190160,"Guest Room in Echo Park Townhouse with views",476379,"Lisa","City of Los Angeles","Echo Park",34.0718,-118.25217,"Private room",38,1,39,"202005",0.46,1,247
"132",191733,"Gorgeous Spanish/Modern Guesthouse",1597048,"Shelli-Anne","City of Los Angeles","Atwater Village",34.11199,-118.25198,"Entire home/apt",120,31,81,"202002",0.76,1,265
"133",194809,"Large 1 BR Culver City Peaceful Getaway!",946246,"Michelle","City of Los Angeles","Palms",34.02559,-118.40626,"Entire home/apt",59,30,23,"201911",0.22,1,0
"134",195229,"Great West L.A. location, near much",393829,"Debra","City of Los Angeles","Mar Vista",34.02021,-118.43445,"Private room",105,2,31,"202002",0.33,1,0
"135",195823,"Safe & Clean Room near Downtown & USC",952446,"James","City of Los Angeles","Jefferson Park",34.03469,-118.31595,"Private room",70,4,59,"202003",0.6,1,78
"136",196410,"Little villa Apartment",78804,"Sophie","City of Los Angeles","Echo Park",34.08201,-118.25491,"Entire home/apt",115,30,58,"201909",0.55,6,3
"137",197756,"Hillside Apartment in Silverlake (Sunset Junction)",964494,"Artemis","City of Los Angeles","Silver Lake",34.08618,-118.27651,"Entire home/apt",130,30,128,"202005",1.21,1,348
"138",198613,"Stylish Bungalow House- In TheTrendy Melrose Area.",969656,"Jeffrey","City of Los Angeles","Fairfax",34.08716,-118.34408,"Entire home/apt",79,31,29,"201809",0.28,1,365
"139",203991,"great top floor condo",231825,"Lisa","City of Los Angeles","Sawtelle",34.03385,-118.46148,"Entire home/apt",85,30,3,"201707",0.05,1,365
"140",204256,"Bright, Spacious 2bd Apt    S.U",465624,"Angie","City of Los Angeles","Fairfax",34.07803,-118.3559,"Entire home/apt",155,31,80,"201908",0.76,7,365
"141",206662,"Hollywood & Hiking, sleeps 2, 31 day minimum",33861,"Kevin","City of Los Angeles","Hollywood Hills",34.10417,-118.34541,"Entire home/apt",90,31,91,"202003",0.88,1,71
"142",210489,"3br 3ba townhome near Beverly Hills",76111,"Joy","City of Los Angeles","Pico-Robertson",34.05455,-118.39302,"Entire home/apt",325,31,14,"201908",0.19,2,267
"143",211070,"Share our Paradise:  Large Studio",1089381,"Shawn","City of Los Angeles","Hollywood Hills",34.12377,-118.35512,"Private room",85,2,66,"202003",0.65,2,307
"144",212036,"Guest House: North Hollywood/Universal",1093111,"Nancy","City of Los Angeles","Sun Valley",34.22349,-118.39634,"Entire home/apt",99,1,150,"202003",1.76,3,361
"145",212140,"Beautiful Silverlake 2BR Craftsman- 30 Night Min",201467,"Robin","City of Los Angeles","Silver Lake",34.09339,-118.27742,"Entire home/apt",220,29,89,"201910",0.85,5,17
"146",212142,"Silver Lake-Craftsman 1BR w deck & views 30 nt min",201467,"Robin","City of Los Angeles","Silver Lake",34.0944,-118.27818,"Entire home/apt",170,30,64,"201911",0.61,5,141
"147",214533,"1930's Hollywood Charm - 1 Bedroom & Den & Garden",1036375,"Gil","City of Los Angeles","Hollywood",34.096,-118.34867,"Entire home/apt",169,33,3,"201905",0.13,1,133
"148",214870,"Little House in North Hollywood",1109393,"Julio","City of Los Angeles","North Hollywood",34.19213,-118.39874,"Entire home/apt",75,5,216,"201810",2.05,2,0
"149",215161,"MARINA BEACH BUNGALOWS",1111042,"Thomasina","City of Los Angeles","Venice",33.97556,-118.46439,"Entire home/apt",165,30,229,"202001",2.2,2,365
"150",217666,"Hollywood-Mid-Wilshire-Beverly Apt. at CBS-TV City",799408,"TravelArtist","City of Los Angeles","Fairfax",34.07661,-118.35425,"Entire home/apt",66,30,71,"202003",0.68,1,284
"151",217971,"GEORGEOUS CANYON BEACH GUESTHOUSE",1126652,"Len","City of Los Angeles","Pacific Palisades",34.02853,-118.5157,"Entire home/apt",182,2,34,"202003",0.46,3,273
"152",219486,"Charming 1 BDRM in Venice CA",817624,"Michal-Brooke","City of Los Angeles","Venice",33.99525,-118.4484,"Private room",150,1,4,"201210",0.04,2,364
"153",221502,"Wilshire Center (Vermont/Wilshire)",1149254,"Grant","City of Los Angeles","Koreatown",34.06455,-118.29592,"Private room",65,30,30,"201906",0.3,2,0
"154",222200,"Walk to Venice Beach from Luxury Home",1124533,"Cameron + RD","City of Los Angeles","Venice",33.99302,-118.4606,"Entire home/apt",550,3,43,"202002",0.45,3,361
"155",226517,"Picturesque port town awaits you !",1180987,"Osiris","City of Los Angeles","San Pedro",33.74232,-118.30168,"Private room",28,31,157,"202003",1.55,3,0
"156",226869,"Large luxury apt. w/ pool, etc.",1183585,"Brian","City of Los Angeles","Venice",33.98685,-118.44465,"Private room",65,30,1,"201601",0.02,1,0
"157",229209,"Gorgeous House in Century City",798894,"Jodea","City of Los Angeles","Century City",34.0513,-118.42043,"Private room",92,84,124,"201912",1.18,1,90
"159",229799,"322 Lux 1Bedrm Loft Nr UCLA &Buses On Westwood Bl",3392276,"Amir","City of Los Angeles","West Los Angeles",34.04708,-118.43596,"Entire home/apt",75,30,115,"202005",1.2,41,171
"160",232085,"East Hollywood!",1214218,"Zack","City of Los Angeles","Los Feliz",34.10316,-118.29973,"Entire home/apt",67,30,12,"202001",0.12,1,164
